idsismo,idcountry,mag,place,time,tsunami,lng,lat,depth,danger
19127,2,4.4,"23 km NW of Talcahuano, Chile",2012-01-23 17:53:47,0,-73.281,-36.562,15.0,0
19128,2,5.0,"31 km NNW of Tomé, Chile",2012-01-23 21:55:16,0,-73.031,-36.338,39.7,2
19129,2,4.5,"59 km WNW of Santa Cruz, Chile",2012-01-24 01:45:27,0,-71.999,-34.505,42.1,2
19130,2,4.5,"79 km W of Illapel, Chile",2012-01-24 17:07:54,0,-71.998,-31.768,35.0,2
19131,2,4.1,"42 km WSW of Santa Cruz, Chile",2012-01-27 02:24:11,0,-71.814,-34.738,37.6,2
19132,2,4.0,"98 km SE of Machalí, Chile",2012-01-29 04:14:39,0,-69.86,-34.783,205.0,3
19133,2,4.6,"37 km WSW of San Antonio, Chile",2012-01-31 13:08:04,0,-71.97,-33.751,36.8,2
19134,2,3.7,"20 km NW of Hacienda La Calera, Chile",2012-01-31 21:24:05,0,-71.38,-32.664,46.2,2
19135,2,4.8,"16 km NW of Hacienda La Calera, Chile",2012-02-01 02:43:19,0,-71.336,-32.678,52.1,2
19136,2,4.5,"5 km NNE of Molina, Chile",2012-02-02 07:07:34,0,-71.267,-35.067,115.3,3
19137,2,4.4,"131 km ESE of Iquique, Chile",2012-02-02 10:56:50,0,-69.084,-20.844,109.2,3
19138,2,4.2,"91 km SSE of Arica, Chile",2012-02-03 00:05:26,0,-70.111,-19.279,55.7,2
19139,2,4.2,"112 km W of Carahue, Chile",2012-02-04 10:12:55,0,-74.433,-38.551,35.0,2
19140,2,4.7,"11 km WNW of Talcahuano, Chile",2012-02-05 03:42:07,0,-73.243,-36.69,37.5,2
19141,2,4.0,"10 km NW of Vallenar, Chile",2012-02-07 03:39:50,0,-70.829,-28.51,76.4,2
19142,2,4.9,"120 km WSW of Lebu, Chile",2012-02-07 12:02:11,0,-74.974,-37.902,18.1,0
19143,2,4.9,"23 km SSW of Ovalle, Chile",2012-02-10 02:05:22,0,-71.304,-30.791,56.8,2
19144,2,4.1,"15 km S of Ovalle, Chile",2012-02-10 04:07:51,0,-71.222,-30.735,38.1,2
19145,2,5.6,"26 km NW of Lebu, Chile",2012-02-11 02:58:17,0,-73.884,-37.456,20.2,0
19146,2,4.0,"17 km E of Concepción, Chile",2012-02-11 08:41:14,0,-72.86,-36.851,40.4,2
19147,2,4.3,"25 km NW of Lebu, Chile",2012-02-11 10:31:21,0,-73.862,-37.443,21.0,0
19148,2,4.0,"232 km WSW of Corral, Chile",2012-02-12 08:16:41,0,-76.076,-40.411,25.0,0
19149,2,4.7,"11 km ENE of Molina, Chile",2012-02-13 01:28:37,0,-71.166,-35.07,89.7,3
19150,2,4.5,"91 km ESE of Salamanca, Chile",2012-02-14 05:58:02,0,-70.034,-32.01,103.0,3
19151,2,4.5,"33 km W of Rauco, Chile",2012-02-14 08:19:27,0,-71.684,-34.948,52.3,2
19152,2,4.4,"89 km NW of Constitución, Chile",2012-02-15 07:36:13,0,-72.958,-34.665,10.0,0
19153,2,4.7,"138 km W of Constitución, Chile",2012-02-15 14:08:46,0,-73.926,-35.209,18.6,0
19154,2,4.2,"65 km NW of Lebu, Chile",2012-02-16 22:01:46,0,-74.245,-37.255,5.3,0
19155,2,4.8,"30 km WNW of Arauco, Chile",2012-02-17 08:01:18,0,-73.646,-37.175,14.2,0
19156,2,4.1,"146 km SE of Iquique, Chile",2012-02-17 12:30:46,0,-69.102,-21.091,115.5,3
19157,2,4.3,"41 km W of Arauco, Chile",2012-02-17 19:11:22,0,-73.785,-37.233,35.0,2
19158,2,4.5,"67 km W of Santa Cruz, Chile",2012-02-18 02:06:27,0,-72.098,-34.547,29.1,2
19159,2,4.0,"11 km SE of Cabrero, Chile",2012-02-18 03:50:48,0,-72.316,-37.104,35.0,2
19160,2,4.9,"64 km NW of La Ligua, Chile",2012-02-18 17:44:47,0,-71.771,-32.097,18.0,0
19161,2,4.6,"22 km NNE of Iquique, Chile",2012-02-21 15:46:22,0,-70.061,-20.029,43.6,2
19162,2,4.5,"15 km WSW of Valparaíso, Chile",2012-02-22 15:03:39,0,-71.785,-33.089,32.8,2
19163,2,4.0,"42 km WSW of Santa Cruz, Chile",2012-02-22 22:38:40,0,-71.809,-34.765,47.3,2
19164,2,3.8,"43 km NNE of La Serena, Chile",2012-02-27 23:23:10,0,-71.141,-29.519,46.2,2
19165,2,4.5,"141 km SE of Iquique, Chile",2012-02-28 07:54:11,0,-69.1,-21.022,107.5,3
19166,2,4.2,"56 km NW of Carahue, Chile",2012-03-01 06:44:27,0,-73.585,-38.331,35.2,2
19167,2,4.6,"29 km SSE of Calingasta, Argentina",2012-03-01 18:41:46,0,-69.273,-31.572,95.7,3
19168,2,5.3,"28 km NNE of Ovalle, Chile",2012-03-03 11:01:47,0,-71.129,-30.348,49.0,2
19169,2,5.0,"49 km WNW of Cauquenes, Chile",2012-03-03 22:12:55,0,-72.8,-35.749,13.1,0
19170,2,4.7,"63 km WNW of Cauquenes, Chile",2012-03-03 22:45:40,0,-72.966,-35.731,10.0,0
19171,2,4.6,"35 km SW of Constitución, Chile",2012-03-03 23:41:30,0,-72.726,-35.528,28.3,2
19172,2,4.9,"64 km WNW of Cauquenes, Chile",2012-03-03 23:43:04,0,-72.975,-35.74,10.0,0
19173,2,5.0,"69 km NNE of Tocopilla, Chile",2012-03-04 16:27:21,0,-69.848,-21.554,46.2,2
19174,2,4.7,"29 km NNW of Iquique, Chile",2012-03-07 20:13:49,0,-70.309,-19.989,48.4,2
19175,2,4.3,"74 km NNW of Constitución, Chile",2012-03-09 00:43:36,0,-72.781,-34.73,38.8,2
19176,2,4.5,"102 km SE of Arica, Chile",2012-03-09 16:12:40,0,-69.559,-19.075,96.7,3
19177,2,5.3,"107 km ENE of Iquique, Chile",2012-03-10 02:26:57,0,-69.25,-19.738,101.0,3
19178,2,4.3,"56 km W of Diego de Almagro, Chile",2012-03-11 06:29:15,0,-70.61,-26.446,72.9,2
19179,2,4.9,"32 km W of Rauco, Chile",2012-03-12 19:37:36,0,-71.664,-34.969,70.0,2
19180,2,4.2,"11 km W of Chonchi, Chile",2012-03-16 02:03:13,0,-73.918,-42.604,65.2,2
19181,2,4.7,"43 km WNW of Coronel, Chile",2012-03-16 06:20:12,0,-73.596,-36.895,26.7,2
19182,2,4.7,"39 km W of San Antonio, Chile",2012-03-16 23:31:54,0,-72.038,-33.606,46.2,2
19183,2,4.0,"71 km W of Cartagena, Chile",2012-03-17 01:35:59,0,-72.372,-33.48,21.2,0
19184,2,4.1,"127 km SE of Arica, Chile",2012-03-18 03:49:42,0,-69.357,-19.197,108.2,3
19185,2,4.0,"44 km WSW of Santa Cruz, Chile",2012-03-19 05:36:09,0,-71.818,-34.792,43.6,2
19186,2,4.6,"86 km ENE of Taltal, Chile",2012-03-19 21:52:39,0,-69.752,-25.005,100.5,3
19187,2,4.6,"33 km NE of Cauquenes, Chile",2012-03-21 02:41:00,0,-72.029,-35.789,67.0,2
19188,2,4.5,"107 km ENE of Iquique, Chile",2012-03-21 02:56:08,0,-69.154,-19.968,97.0,3
19189,2,4.3,"31 km WSW of Villa Basilio Nievas, Argentina",2012-03-23 09:25:31,0,-69.025,-31.691,94.6,3
19190,2,5.0,"19 km ESE of Limache, Chile",2012-03-24 07:28:33,0,-71.063,-33.052,68.8,2
19191,2,7.1,"23 km NE of Constitución, Chile",2012-03-25 22:37:06,0,-72.217,-35.2,40.7,2
19192,2,4.6,"36 km NW of Constitución, Chile",2012-03-25 23:03:36,0,-72.683,-35.093,43.6,2
19193,2,4.4,"47 km NE of Constitución, Chile",2012-03-26 02:07:41,0,-72.092,-34.994,34.7,2
19194,2,4.5,"135 km NW of San José de Jáchal, Argentina",2012-03-26 05:29:12,0,-69.602,-29.275,100.0,3
19195,2,4.1,"24 km NNW of Constitución, Chile",2012-03-26 08:12:01,0,-72.475,-35.123,13.4,0
19196,2,4.9,"Off the coast of Aisen, Chile",2012-03-26 14:04:13,0,-78.652,-44.527,41.6,2
19197,2,4.5,"12 km WNW of Coronel, Chile",2012-03-27 02:46:12,0,-73.275,-37.002,22.5,0
19198,2,4.6,"133 km NE of Iquique, Chile",2012-03-27 14:46:37,0,-69.098,-19.534,99.1,3
19199,2,4.7,"Near the coast of Maule, Chile",2012-03-28 03:23:39,0,-72.998,-35.541,16.4,0
19200,2,4.6,"27 km SW of Taltal, Chile",2012-03-28 20:05:00,0,-70.697,-25.571,8.5,0
19201,2,4.1,"22 km N of Constitución, Chile",2012-03-28 20:52:34,0,-72.456,-35.13,17.1,0
19202,2,4.3,"108 km NE of Diego de Almagro, Chile",2012-03-29 14:23:50,0,-69.205,-25.76,103.4,3
19203,2,4.0,"24 km SW of Coquimbo, Chile",2012-03-30 04:37:47,0,-71.536,-30.091,16.3,0
19204,2,4.5,"25 km NE of Constitución, Chile",2012-03-30 07:12:52,0,-72.187,-35.196,38.3,2
19205,2,4.4,"30 km ENE of Constitución, Chile",2012-03-31 21:52:56,0,-72.089,-35.267,42.9,2
19206,2,4.9,"65 km S of Calama, Chile",2012-04-01 07:31:36,0,-69.025,-23.045,94.5,3
19207,2,4.9,"33 km SSW of Illapel, Chile",2012-04-01 19:09:57,0,-71.322,-31.908,65.0,2
19208,2,4.5,"68 km SW of Vallenar, Chile",2012-04-02 06:37:01,0,-71.155,-29.089,67.7,2
19209,2,5.0,"110 km WSW of San Antonio, Chile",2012-04-03 02:11:03,0,-72.757,-33.847,31.6,2
19210,2,5.2,"127 km ENE of Iquique, Chile",2012-04-03 07:25:08,0,-69.093,-19.638,117.0,3
19211,2,3.9,"26 km WSW of Santa Cruz, Chile",2012-04-06 01:30:12,0,-71.608,-34.766,37.3,2
19212,2,4.9,"138 km WSW of Lebu, Chile",2012-04-06 13:25:04,0,-75.019,-38.226,35.0,2
19213,2,4.7,"62 km NW of Arauco, Chile",2012-04-06 17:11:27,0,-73.899,-36.926,10.0,0
19214,2,4.1,"48 km SW of Constitución, Chile",2012-04-06 21:04:54,0,-72.834,-35.598,13.1,0
19215,2,4.2,"76 km S of Arica, Chile",2012-04-07 16:40:24,0,-70.257,-19.166,18.0,0
19216,2,4.4,"29 km NW of Lebu, Chile",2012-04-07 19:13:28,0,-73.87,-37.408,43.8,2
19217,2,4.1,"44 km WNW of Coronel, Chile",2012-04-09 23:36:54,0,-73.591,-36.859,18.2,0
19218,2,4.1,"151 km ENE of Taltal, Chile",2012-04-10 10:00:38,0,-69.117,-24.853,95.2,3
19219,2,4.7,"38 km ENE of Constitución, Chile",2012-04-13 06:13:16,0,-72.02,-35.21,40.3,2
19220,2,4.4,"52 km NNW of Antofagasta, Chile",2012-04-15 08:38:10,0,-70.517,-23.194,9.0,0
19221,2,4.4,"67 km W of La Ligua, Chile",2012-04-15 18:58:20,0,-71.94,-32.385,27.0,2
19222,2,4.3,"54 km NW of Tomé, Chile",2012-04-16 10:34:13,0,-73.352,-36.241,27.4,2
19223,2,6.7,"22 km NW of Hacienda La Calera, Chile",2012-04-17 03:50:15,0,-71.365,-32.625,29.0,2
19224,2,4.9,"16 km SW of La Ligua, Chile",2012-04-17 04:03:18,0,-71.366,-32.553,40.1,2
19225,2,4.1,"81 km WSW of San Antonio, Chile",2012-04-17 17:53:57,0,-72.342,-33.998,10.6,0
19226,2,3.8,"38 km WSW of La Ligua, Chile",2012-04-17 23:37:36,0,-71.591,-32.617,25.0,0
19227,2,4.1,"50 km W of La Ligua, Chile",2012-04-19 00:35:25,0,-71.77,-32.447,30.5,2
19228,2,4.7,"29 km SW of Monte Patria, Chile",2012-04-19 01:14:06,0,-71.188,-30.868,65.1,2
19229,2,4.0,"35 km ESE of Machalí, Chile",2012-04-20 03:37:23,0,-70.309,-34.323,125.6,3
19230,2,4.1,"Atacama, Chile",2012-04-20 15:55:35,0,-70.31,-28.046,70.0,2
19231,2,4.0,"17 km WSW of Quirihue, Chile",2012-04-21 05:14:37,0,-72.709,-36.354,63.0,2
19232,2,4.5,"88 km SW of Lebu, Chile",2012-04-21 22:18:11,0,-74.289,-38.224,31.2,2
19233,2,4.6,"16 km SSW of Tocopilla, Chile",2012-04-24 15:02:33,0,-70.238,-22.239,10.0,0
19234,2,4.6,"82 km WNW of Diego de Almagro, Chile",2012-04-25 04:33:52,0,-70.851,-26.181,55.1,2
19235,2,4.7,"40 km NNW of Talca, Chile",2012-04-27 17:58:24,0,-71.901,-35.121,42.9,2
19236,2,4.7,"33 km WSW of Santa Cruz, Chile",2012-04-27 18:34:38,0,-71.721,-34.722,42.9,2
19237,2,4.1,"46 km NNW of Valparaíso, Chile",2012-04-28 20:46:48,0,-71.829,-32.653,5.3,0
19238,2,4.0,"103 km E of Iquique, Chile",2012-04-29 06:22:25,0,-69.164,-20.305,101.8,3
19239,2,5.6,"14 km NW of Coquimbo, Chile",2012-04-30 07:39:45,0,-71.46,-29.868,37.0,2
19240,2,4.7,"59 km N of Antofagasta, Chile",2012-04-30 10:23:16,0,-70.489,-23.122,10.0,0
19241,2,4.6,"63 km N of Antofagasta, Chile",2012-04-30 10:29:55,0,-70.489,-23.089,43.0,2
19242,2,4.6,"64 km N of Vicuña, Chile",2012-05-01 02:43:34,0,-70.77,-29.456,57.2,2
19243,2,4.8,"71 km WSW of Copiapó, Chile",2012-05-01 08:55:09,0,-71.04,-27.505,48.5,2
19244,2,4.8,"74 km WSW of Ovalle, Chile",2012-05-01 20:52:13,0,-71.935,-30.813,22.2,0
19245,2,4.0,"75 km N of Taltal, Chile",2012-05-02 09:12:33,0,-70.479,-24.723,30.3,2
19246,2,4.4,southeast central Pacific Ocean,2012-05-04 10:09:05,0,-77.168,-23.094,10.0,0
19247,2,4.4,"58 km N of Iquique, Chile",2012-05-05 13:18:12,0,-70.211,-19.692,51.3,2
19248,2,4.3,"28 km ESE of Calingasta, Argentina",2012-05-05 23:06:53,0,-69.173,-31.474,110.0,3
19249,2,4.0,"51 km SW of Iquique, Chile",2012-05-06 04:32:27,0,-70.542,-20.492,51.3,2
19250,2,4.2,"86 km ENE of Iquique, Chile",2012-05-07 03:02:25,0,-69.345,-20.028,85.9,3
19251,2,4.4,"46 km NNW of Lebu, Chile",2012-05-10 17:11:52,0,-73.914,-37.249,10.0,0
19252,2,4.3,"27 km WNW of Valparaíso, Chile",2012-05-11 19:41:20,0,-71.878,-32.901,12.6,0
19253,2,4.0,"50 km W of Rauco, Chile",2012-05-12 05:27:36,0,-71.864,-34.896,44.0,2
19254,2,4.7,"119 km NW of Constitución, Chile",2012-05-12 18:15:09,0,-73.269,-34.523,15.0,0
19255,2,4.8,"294 km W of Valparaíso, Chile",2012-05-13 12:42:49,0,-74.767,-32.791,12.7,0
19256,2,4.2,"117 km ENE of Iquique, Chile",2012-05-16 05:11:26,0,-69.108,-19.825,97.1,3
19257,2,4.3,Chile-Argentina border region,2012-05-16 09:02:01,0,-70.623,-36.901,143.6,3
19258,2,4.3,"Maule, Chile",2012-05-16 10:15:36,0,-71.312,-35.528,118.2,3
19259,2,4.6,"68 km NW of Taltal, Chile",2012-05-16 10:16:55,0,-70.994,-24.994,16.0,0
19260,2,4.4,"50 km SSW of Calingasta, Argentina",2012-05-17 02:34:14,0,-69.53,-31.777,97.1,3
19261,2,3.7,"34 km N of Valparaíso, Chile",2012-05-17 04:47:23,0,-71.677,-32.728,45.0,2
19262,2,4.6,"41 km NNW of Valparaíso, Chile",2012-05-17 06:50:54,0,-71.816,-32.697,28.7,2
19263,2,3.9,"18 km NW of Taltal, Chile",2012-05-18 03:13:42,0,-70.635,-25.304,10.0,0
19264,2,5.8,"36 km SSW of Taltal, Chile",2012-05-19 08:35:10,0,-70.562,-25.729,28.0,2
19265,2,4.4,"116 km ESE of Vallenar, Chile",2012-05-19 09:20:49,0,-69.702,-29.065,110.7,3
19266,2,4.1,"48 km E of Vicuña, Chile",2012-05-19 19:39:01,0,-70.213,-30.014,120.6,3
19267,2,4.1,"24 km SW of Ovalle, Chile",2012-05-20 03:32:00,0,-71.353,-30.782,47.9,2
19268,2,4.4,"89 km NNE of Taltal, Chile",2012-05-20 06:38:34,0,-70.296,-24.615,37.2,2
19269,2,4.4,"103 km E of Iquique, Chile",2012-05-20 06:44:36,0,-69.159,-20.197,96.3,3
19270,2,4.4,"61 km SW of Ovalle, Chile",2012-05-21 11:13:33,0,-71.648,-30.994,58.9,2
19271,2,4.3,"49 km WNW of La Ligua, Chile",2012-05-22 06:22:01,0,-71.691,-32.244,31.0,2
19272,2,4.3,"39 km NNE of Iquique, Chile",2012-05-23 16:14:49,0,-69.949,-19.91,66.3,2
19273,2,4.7,"77 km SW of Copiapó, Chile",2012-05-24 04:51:22,0,-70.904,-27.839,31.6,2
19274,2,4.7,"70 km WSW of Copiapó, Chile",2012-05-24 15:33:48,0,-71.028,-27.516,23.3,0
19275,2,5.4,"26 km ENE of Las Ovejas, Argentina",2012-05-24 19:18:54,0,-70.467,-36.912,150.4,3
19276,2,4.2,"10 km ESE of Lebu, Chile",2012-05-25 22:12:23,0,-73.547,-37.654,12.5,0
19277,2,4.5,"126 km SE of Antofagasta, Chile",2012-05-26 20:41:50,0,-69.457,-24.406,72.5,2
19278,2,4.5,"66 km NNW of Vallenar, Chile",2012-05-28 08:22:10,0,-71.001,-28.018,76.5,2
19279,2,4.5,"57 km NW of Santa Cruz, Chile",2012-05-31 08:27:17,0,-71.751,-34.225,20.0,0
19280,2,4.1,"81 km NW of Talcahuano, Chile",2012-06-02 21:36:12,0,-73.725,-36.174,56.1,2
19281,2,4.4,"54 km SSE of Antofagasta, Chile",2012-06-03 19:11:25,0,-70.198,-24.111,26.2,2
19282,2,4.2,"63 km N of La Serena, Chile",2012-06-04 23:31:03,0,-71.214,-29.328,47.4,2
19283,2,6.0,"86 km ESE of Colbún, Chile",2012-06-07 04:05:04,0,-70.57,-36.074,8.0,0
19284,2,4.7,"4 km WSW of Illapel, Chile",2012-06-07 07:40:54,0,-71.219,-31.643,35.6,2
19285,2,5.0,"48 km SE of Colbún, Chile",2012-06-07 19:25:25,0,-71.075,-36.036,5.8,0
19286,2,4.2,"140 km WNW of Coquimbo, Chile",2012-06-08 01:38:24,0,-72.753,-29.657,10.0,0
19287,2,4.3,"100 km E of Iquique, Chile",2012-06-10 19:25:52,0,-69.185,-20.256,89.2,3
19288,2,4.2,"36 km WNW of Arauco, Chile",2012-06-11 09:50:59,0,-73.661,-37.072,39.9,2
19289,2,4.7,"112 km SW of Lebu, Chile",2012-06-15 05:43:13,0,-74.702,-38.188,22.3,0
19290,2,4.1,"59 km NNW of Constitución, Chile",2012-06-16 11:40:15,0,-72.682,-34.847,30.2,2
19291,2,4.2,"51 km SSW of Calingasta, Argentina",2012-06-17 20:22:38,0,-69.678,-31.739,4.0,0
19292,2,4.2,"176 km NW of Lebu, Chile",2012-06-18 07:46:23,0,-75.28,-36.692,29.7,2
19293,2,4.7,"28 km ENE of Vallenar, Chile",2012-06-20 06:33:20,0,-70.48,-28.502,71.2,2
19294,2,4.1,"21 km WSW of Lebu, Chile",2012-06-21 03:34:45,0,-73.87,-37.702,29.1,2
19295,2,4.2,"72 km E of Taltal, Chile",2012-06-21 05:18:18,0,-69.77,-25.442,73.2,2
19296,2,4.5,"27 km SE of Constitución, Chile",2012-06-21 09:24:22,0,-72.223,-35.523,28.4,2
19297,2,4.6,"117 km ESE of Iquique, Chile",2012-06-21 16:22:46,0,-69.061,-20.469,95.1,3
19298,2,4.2,"51 km W of Santa Cruz, Chile",2012-06-23 06:39:32,0,-71.919,-34.563,47.4,2
19299,2,4.7,"65 km W of Illapel, Chile",2012-06-23 18:14:21,0,-71.856,-31.58,42.3,2
19300,2,4.6,"110 km WSW of Lebu, Chile",2012-06-25 13:38:16,0,-74.821,-37.97,10.0,0
19301,2,4.5,"5 km SSW of Talca, Chile",2012-06-26 07:09:27,0,-71.676,-35.473,84.3,3
19302,2,4.6,"104 km W of Lebu, Chile",2012-06-26 17:01:36,0,-74.82,-37.758,35.0,2
19303,2,3.9,"40 km NNW of Valparaíso, Chile",2012-06-27 22:04:25,0,-71.722,-32.676,20.4,0
19304,2,4.3,"65 km NNW of Tomé, Chile",2012-06-28 10:33:17,0,-73.27,-36.085,30.2,2
19305,2,4.7,"140 km WSW of Iquique, Chile",2012-07-01 17:44:58,0,-71.322,-20.836,32.6,2
19306,2,5.4,"11 km W of Vallenar, Chile",2012-07-01 23:39:08,0,-70.878,-28.561,35.0,2
19307,2,4.4,"55 km NE of Vallenar, Chile",2012-07-03 05:47:35,0,-70.424,-28.168,62.0,2
19308,2,4.7,"28 km SSE of Cañete, Chile",2012-07-04 08:33:05,0,-73.288,-38.04,32.7,2
19309,2,4.6,"37 km W of Lebu, Chile",2012-07-04 22:57:16,0,-74.077,-37.631,20.8,0
19310,2,4.0,"95 km NNW of Constitución, Chile",2012-07-05 05:53:00,0,-72.638,-34.494,39.2,2
19311,2,5.0,"19 km W of Chonchi, Chile",2012-07-06 06:16:47,0,-74.015,-42.646,32.0,2
19312,2,4.8,"35 km W of La Ligua, Chile",2012-07-07 10:52:15,0,-71.6,-32.502,32.8,2
19313,2,4.4,"46 km SW of Iquique, Chile",2012-07-08 09:12:20,0,-70.473,-20.508,35.5,2
19314,2,4.5,"33 km ENE of Constitución, Chile",2012-07-09 01:44:27,0,-72.069,-35.213,49.7,2
19315,2,4.3,"21 km WSW of Lebu, Chile",2012-07-09 14:24:37,0,-73.87,-37.7,30.4,2
19316,2,3.9,"53 km WSW of Copiapó, Chile",2012-07-14 02:43:29,0,-70.853,-27.496,83.6,3
19317,2,4.8,"53 km SE of Colbún, Chile",2012-07-14 22:34:40,0,-71.05,-36.077,10.5,0
19318,2,4.1,"78 km ENE of Copiapó, Chile",2012-07-15 04:38:14,0,-69.566,-27.194,126.8,3
19319,2,4.6,"87 km S of Calama, Chile",2012-07-16 21:18:10,0,-69.068,-23.233,102.6,3
19320,2,4.6,"105 km E of Iquique, Chile",2012-07-17 02:35:35,0,-69.142,-20.242,94.0,3
19321,2,4.0,"37 km N of Illapel, Chile",2012-07-17 22:03:26,0,-71.21,-31.298,51.8,2
19322,2,5.1,"57 km SSW of Iquique, Chile",2012-07-18 18:24:08,0,-70.365,-20.693,10.9,0
19323,2,4.6,"25 km E of Diego de Almagro, Chile",2012-07-18 22:06:57,0,-69.797,-26.339,76.3,2
19324,2,4.8,"141 km NW of Talcahuano, Chile",2012-07-30 18:49:44,0,-74.163,-35.771,44.2,2
19325,2,4.6,"78 km SSW of Taltal, Chile",2012-08-03 20:48:02,0,-70.903,-26.003,65.1,2
19326,2,4.3,"33 km W of Mendoza, Argentina",2012-08-04 13:11:46,0,-69.175,-32.835,33.0,2
19327,2,5.0,"66 km S of Calingasta, Argentina",2012-08-04 19:05:39,0,-69.358,-31.928,118.6,3
19328,2,4.0,"39 km S of Copiapó, Chile",2012-08-05 09:15:13,0,-70.269,-27.716,100.6,3
19329,2,5.2,"66 km SW of Copiapó, Chile",2012-08-07 00:39:02,0,-70.803,-27.801,67.6,2
19330,2,4.1,"92 km NNE of Tocopilla, Chile",2012-08-07 12:28:38,0,-69.855,-21.32,48.1,2
19331,2,4.0,"135 km E of Taltal, Chile",2012-08-07 13:34:04,0,-69.143,-25.358,119.3,3
19332,2,4.0,"66 km WSW of Vallenar, Chile",2012-08-09 21:51:47,0,-71.419,-28.74,41.9,2
19333,2,4.7,"113 km WSW of Constitución, Chile",2012-08-17 20:19:54,0,-73.615,-35.613,20.0,0
19334,2,4.0,"77 km ESE of Iquique, Chile",2012-08-19 00:17:58,0,-69.427,-20.381,79.7,3
19335,2,4.8,"100 km NW of Quirihue, Chile",2012-08-23 19:03:48,0,-73.462,-35.776,11.1,0
19336,2,4.4,"28 km NE of Vallenar, Chile",2012-08-24 05:52:19,0,-70.521,-28.428,49.5,2
19337,2,4.7,"66 km WNW of Cartagena, Chile",2012-08-24 22:30:01,0,-72.31,-33.434,42.1,2
19338,2,4.1,"54 km WNW of Lebu, Chile",2012-08-26 05:32:51,0,-74.237,-37.455,34.2,2
19339,2,4.4,"127 km SW of San Pedro de Atacama, Chile",2012-08-27 00:12:13,0,-69.142,-23.669,120.9,3
19340,2,5.0,"100 km E of Antofagasta, Chile",2012-08-27 00:39:55,0,-69.414,-23.739,99.9,3
19341,2,4.0,"37 km WSW of Santa Cruz, Chile",2012-08-27 04:17:56,0,-71.762,-34.709,55.0,2
19342,2,4.8,"6 km ENE of La Ligua, Chile",2012-08-28 08:11:25,0,-71.169,-32.418,44.3,2
19343,2,5.0,"8 km NW of Arauco, Chile",2012-08-30 08:04:39,0,-73.397,-37.199,23.0,0
19344,2,4.6,"34 km W of Vallenar, Chile",2012-08-30 18:47:04,0,-71.105,-28.619,38.6,2
19345,2,4.6,"24 km ESE of Machalí, Chile",2012-08-31 07:08:09,0,-70.399,-34.264,109.4,3
19346,2,5.0,"78 km W of Copiapó, Chile",2012-09-01 10:38:39,0,-71.114,-27.24,27.7,2
19347,2,4.5,"73 km ENE of Los Andes, Chile",2012-09-04 05:30:17,0,-69.916,-32.516,112.2,3
19348,2,4.4,"17 km ESE of Colbún, Chile",2012-09-04 16:17:43,0,-71.241,-35.773,98.8,3
19349,2,4.5,"74 km SSW of Calama, Chile",2012-09-04 16:32:54,0,-69.118,-23.106,106.5,3
19350,2,4.5,"122 km E of Vallenar, Chile",2012-09-05 03:01:59,0,-69.523,-28.434,92.9,3
19351,2,4.6,"38 km ESE of Puente Alto, Chile",2012-09-06 06:45:58,0,-70.213,-33.772,107.9,3
19352,2,4.7,"26 km W of Talcahuano, Chile",2012-09-06 18:58:03,0,-73.408,-36.719,35.0,2
19353,2,4.1,"70 km S of Copiapó, Chile",2012-09-09 23:36:51,0,-70.461,-27.994,51.6,2
19354,2,4.6,"46 km WSW of Cañete, Chile",2012-09-11 07:24:37,0,-73.86,-38.001,21.3,0
19355,2,4.7,"78 km N of Constitución, Chile",2012-09-15 00:40:16,0,-72.564,-34.638,34.1,2
19356,2,4.5,"91 km NNW of Constitución, Chile",2012-09-15 00:50:45,0,-72.923,-34.622,26.4,2
19357,2,4.4,"62 km SW of Villa Basilio Nievas, Argentina",2012-09-18 03:53:30,0,-69.262,-31.893,26.0,2
19358,2,4.5,"58 km WNW of Santa Cruz, Chile",2012-09-20 10:07:07,0,-71.951,-34.436,59.9,2
19359,2,4.4,"81 km E of Los Andes, Chile",2012-09-21 09:22:25,0,-69.739,-32.947,101.0,3
19360,2,4.5,"89 km E of Iquique, Chile",2012-09-23 12:28:30,0,-69.301,-20.326,89.2,3
19361,2,4.2,"10 km SSE of Curicó, Chile",2012-09-24 02:50:04,0,-71.178,-35.06,118.3,3
19362,2,4.2,"100 km E of Iquique, Chile",2012-09-24 03:09:04,0,-69.185,-20.219,98.6,3
19363,2,4.7,"94 km E of Iquique, Chile",2012-09-27 16:39:00,0,-69.254,-20.076,100.0,3
19364,2,4.6,"67 km E of Vallenar, Chile",2012-09-27 23:07:26,0,-70.084,-28.475,99.4,3
19365,2,4.3,"119 km NW of Constitución, Chile",2012-09-28 19:21:46,0,-73.369,-34.603,10.0,0
19366,2,4.6,"20 km S of Ovalle, Chile",2012-10-01 08:06:29,0,-71.184,-30.786,55.5,2
19367,2,4.1,"46 km S of Copiapó, Chile",2012-10-02 14:34:58,0,-70.359,-27.79,80.8,3
19368,2,4.3,"92 km E of Copiapó, Chile",2012-10-02 17:50:20,0,-69.405,-27.5,117.9,3
19369,2,4.4,"56 km W of Rauco, Chile",2012-10-05 08:44:51,0,-71.937,-34.899,60.4,2
19370,2,4.2,"59 km NNW of Constitución, Chile",2012-10-05 16:20:41,0,-72.703,-34.855,20.5,0
19371,2,4.6,"89 km WNW of La Ligua, Chile",2012-10-06 03:18:15,0,-72.107,-32.132,9.2,0
